"","matching_hud_id","pin","state","propertyname","city","HH_RACE_WHITE_PCT","HH_RACE_BLACK_PCT","HH_RACE_AMINDALNAT_PCT","HH_RACE_ASIAN_PCT","HH_RACE_HAWAIIANPI_PCT","HH_RACE_OTHER_PCT","HH_RACE_HISPANIC_PCT","HH_RACE_NR_PCT","MEDIAN_INC","INCOME_REPORTED_PCT","UNITS_INC_0_5K_PCT","UNITS_INC_5K_10K_PCT","UNITS_INC_10K_15K_PCT","UNITS_INC_15_20K_PCT","UNITS_INC_GRT_20K_PCT","UNITS_I_IL_IR_0_PCT","UNITS_I_IL_IR_0_30_PCT","UNITS_I_IL_IR_30_40_PCT","UNITS_I_IL_IR_40_50_PCT","UNITS_I_IL_IR_50_60_PCT","UNITS_I_IL_IR_GT60_PCT","UNITS_INC_RNT_RPTD_PCT","UNITS_INC_RNT_0_PCT","UNITS_INC_RNT_0_30_PCT","UNITS_INC_RNT_30_40_PCT","UNITS_INC_RNT_40_50_PCT","UNITS_INC_RNT_GRT_50_PCT","UNITS_INC_RNT_NOT_CAL_PCT","UNITS_RNTASSTNCE_MSNG_PCT","UNITS_RNTASSTNCE_RPTD_0_PCT","UNITS_RNTASSTNCE_RPTD_GRT0_PCT","UNITS_FRA_RPTD_GRT0_PCT","UNITS_FRA_SRC_PBRA_PCT","UNITS_FRA_SRC_S8_PCT","UNITS_FRA_SRC_PH_PCT","UNITS_FRA_SRC_HOME_PCT","UNITS_FRA_SRC_HCV_PCT","UNITS_FRA_SRC_PBV_PCT","UNITS_FRA_SRC_S521_PCT","UNITS_FRA_SRC_OTHER_PCT","UNITS_FRA_SRC_MSSNG_PCT"
"14","AKA20030035","AK-99-99","AK","PARKVIEW-SOLDOTNA ASSOCIATES LP","SOLDOTNA",-4,0,0,0,0,0,-4,0,22269,100,-4,-4,-4,27.1000003814697,56.2999992370605,-4,45.7999992370605,27.1000003814697,-4,-4,-4,100,0,-4,0,0,0,-4,0,-4,-4,87.5,0,0,0,0,0,0,100,0,0
"15","AKA19970035","AK-99-99","AK","SOUND VIEW ASSOCIATES","VALDEZ",100,0,0,0,0,0,0,0,21721,100,-4,-4,-4,22.6000003814697,52.7999992370605,-4,64.1999969482422,-4,-4,-4,-4,100,0,-4,0,0,0,-4,0,-4,-4,92.5,0,0,0,0,0,0,100,0,0
"16","AKA20049041","AK-99-99","AK","SPRUCE CAPE HOMES II, LLC","KODIAK",43.0999984741211,0,-4,22.3999996185303,0,0,-4,0,35565,100,-4,0,0,-4,69,0,-4,32.5999984741211,-4,-4,23.8999996185303,100,0,53.4000015258789,24.1000003814697,-4,0,-4,0,58.5999984741211,41.4000015258789,0,0,0,0,0,0,0,0,0,0
"17","AKA20201002","AK-99-99","AK","SPRUCE CAPE HOMES, LLC","KODIAK",46.2000007629395,0,-4,19.7999992370605,-4,-4,-4,16.5,27204,97.8000030517578,15.6999998092651,-4,-4,13.5,64,0,32,18.7000007629395,22.7000007629395,-4,-4,97.8000030517578,-4,58.4000015258789,16.8999996185303,-4,-4,15.6999998092651,0,41.7999992370605,58.2000007629395,0,0,0,0,0,0,0,0,0,0
"18","AKA20049041","AK-99-99","AK","SPRUCE VIEW LP","ANCHORAGE",15.6999998092651,20.5,0,22.8999996185303,-4,-4,-4,19.2999992370605,42724,100,-4,-4,-4,13.3000001907349,83.0999984741211,-4,24.1000003814697,-4,15.6999998092651,20.5,24.1000003814697,100,-4,69.9000015258789,22.8999996185303,-4,-4,-4,0,55.4000015258789,44.5999984741211,0,0,0,0,0,0,0,0,0,0
"19","AKA19970005","AK-96-00001","AK","THE ADELAIDE  LP","ANCHORAGE",37.0999984741211,-4,17.1000003814697,-4,0,-4,-4,18.6000003814697,12462,100,41.4000015258789,-4,-4,21.3999996185303,18.6000003814697,-4,90,-4,-4,-4,0,100,0,77.0999984741211,-4,-4,-4,-4,0,-4,-4,0,0,0,0,0,0,0,0,0,0
"20","AKA20049041","AK-99-99","AK","TRADEWINDS APTS. ASSOC. LP","UNALASKA",34.0999984741211,-4,-4,-4,31.7000007629395,0,0,-4,23914,100,-4,-4,-4,-4,53.7000007629395,-4,39,-4,-4,-4,-4,100,0,-4,0,0,0,-4,0,-4,-4,90.1999969482422,0,0,0,0,0,0,100,0,0
"21","AKA20049041","AK-99-99","AK","TURNAGAIN PLACE LLC","ANCHORAGE",51.5999984741211,-4,0,-4,0,0,-4,-4,27045,100,-4,0,0,-4,71,0,-4,-4,-4,-4,-4,100,0,48.4000015258789,-4,-4,-4,-4,0,-4,-4,0,0,0,0,0,0,0,0,0,0
"22","AKA20049041","AK-99-99","AK","WILLOW POINTE - PALMER ASSOCIATES","PALMER",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"23",NA,"2017012-TC","AL","ABBINGTON SUMMIT POINTE","IRONDALE",-4,82.6999969482422,0,0,0,0,-4,0,21274,100,0,-4,-4,25,53.7999992370605,0,0,0,0,0,0,100,0,46.2000007629395,26.8999996185303,-4,-4,0,0,76.9000015258789,23.1000003814697,23.1000003814697,0,0,0,0,100,0,0,0,0
"24","ALA19990003","1999046-TC","AL","ADAMS CROSSINGS F/K/A BROWNSTONE APARTMENTS","BOAZ",-4,0,0,0,0,0,0,-4,16708,100,-4,-4,-4,-4,45,0,0,0,0,0,0,100,0,70,-4,-4,-4,-4,0,62.5,37.5,37.5,0,0,0,0,0,0,0,100,0
"25","ALA19990005","1998058-TC","AL","ADAMS RIDGE APARTMENTS","UNION SPRINGS",0,-4,0,0,0,0,-4,0,20000,100,-4,-4,-4,-4,50,0,0,0,0,0,0,100,0,78.0999984741211,-4,-4,0,0,0,65.5999984741211,34.4000015258789,34.4000015258789,0,0,0,0,0,0,0,100,0
"26","ALA20080043","2007038-TC","AL","ADDISON WAY","SELMA",0,-4,0,0,0,-4,0,0,23946,100,0,-4,17.6000003814697,-4,68.5,0,0,0,0,0,0,100,-4,72.1999969482422,10.1999998092651,-4,-4,0,0,65.6999969482422,34.2999992370605,34.2999992370605,-4,0,0,0,0,0,0,-4,0
"27","ALA20147051","2011893-TC","AL","AHEPA 310 APARTMENTS","MOBILE",69.5,20,0,0,0,-4,0,-4,13320,100,-4,-4,46.2999992370605,24.2000007629395,15.8000001907349,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,100,97.9000015258789,0,0,0,0,0,-4,-4,0
"28","ALA19990010","1999005-TC","AL","ALEX PLACE","LIVINGSTON",0,90,0,-4,0,0,0,-4,13255,100,-4,-4,-4,-4,-4,0,0,0,0,0,0,100,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"29",NA,"970021-TC","AL","ALEXANDER TERRACE APARTMENTS","MOULTON",87.5,-4,0,0,0,0,0,-4,24765,100,0,0,-4,-4,70.8000030517578,0,0,0,0,0,0,100,0,83.3000030517578,-4,-4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"30","ALA20040001","2004050-TC","AL","ALEXANDER TERRACE APARTMENTS II","MOULTON",-4,-4,0,0,0,0,0,0,29040,100,0,0,-4,-4,84.4000015258789,0,0,0,0,0,0,100,0,90.5999984741211,-4,-4,-4,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"31","ALA20160001","2014042-TC","AL","ALEXANDER VILLAGE APARTMENTS","ST FLORIAN",85.4000015258789,-4,0,0,0,0,-4,-4,18129,100,0,0,33.2999992370605,27.1000003814697,39.5999984741211,0,0,0,0,0,0,100,0,72.9000015258789,-4,-4,-4,0,0,62.5,37.5,37.5,0,0,0,0,100,0,0,0,0
"32","ALA20060007","2006038-GZ","AL","ALICEVILLE ESTATES","ALICEVILLE",0,100,0,0,0,0,0,0,24324,100,-4,-4,-4,-4,61.2999992370605,0,0,0,0,0,0,100,0,67.6999969482422,-4,-4,-4,-4,0,64.5,35.5,35.5,0,0,0,0,0,0,0,100,0
"33","ALA20080045","2006801-TC","AL","ALISON POINTE APARTMENTS","FOLEY",48.7999992370605,9.80000019073486,-4,0,-4,0,-4,38.2000007629395,25000,100,-4,-4,-4,15.3999996185303,71.5,0,0,0,0,0,0,100,-4,35,30.1000003814697,20.2999992370605,12.1999998092651,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"34",NA,"2012083-TC","AL","AMBERWOOD","CENTER POINT",0,-4,0,0,0,0,0,-4,20340,100,-4,-4,27.2999992370605,13.6000003814697,51.0999984741211,NA,NA,NA,NA,NA,NA,100,-4,59.0999984741211,22.7000007629395,-4,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","ALA19990022","1999008-TC","AL","AMBERWOOD APARTMENTS","TROY",-4,-4,0,0,0,0,0,0,13383,100,0,-4,55.5999984741211,-4,-4,0,0,0,0,0,0,100,0,80.5999984741211,-4,-4,-4,0,0,33.2999992370605,66.6999969482422,66.6999969482422,0,0,0,0,0,0,0,100,0
"36","ALA20000007","2000013-TC","AL","AMBERWOOD VILLAS F/K/A AMBERWOOD","SULLIGENT",40.5,37.7999992370605,0,0,0,0,-4,-4,17280,100,0,-4,35.0999984741211,-4,45.9000015258789,0,0,0,0,0,0,100,0,70.3000030517578,-4,-4,-4,0,0,64.9000015258789,35.0999984741211,35.0999984741211,0,0,0,0,-4,0,0,-4,0
"37","ALA20030002","2003054-TC","AL","AMESBURY APARTMENTS","PELL CITY",84.9000015258789,-4,0,0,0,0,0,-4,17268,100,0,-4,28.2999992370605,-4,39.5999984741211,0,0,0,0,0,0,100,0,41.5,24.5,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"38","ALA20020005","2002004-TC","AL","ANGELA MEADOWS","ALBERTVILLE",87,-4,0,0,-4,-4,-4,0,17335,100,-4,-4,30.3999996185303,-4,41.2999992370605,0,0,0,0,0,0,100,-4,87,-4,-4,0,0,0,41.2999992370605,58.7000007629395,58.7000007629395,0,0,0,0,0,0,0,100,0
"39","ALA20070007","2007014-GZ","AL","ANNANDALE PARK APARTMENTS","ROBERTSDALE",52.2999992370605,40.9000015258789,0,0,0,0,-4,-4,26601,98.9000015258789,-4,0,-4,-4,82.8000030517578,0,0,0,0,0,0,98.9000015258789,-4,-4,48.2999992370605,20.7000007629395,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"40","ALA20080046","2008024-EX","AL","ANNE PLACE","MOBILE",13.1999998092651,70.3000030517578,0,0,0,0,0,16.5,21840,100,0,-4,19.7999992370605,-4,57.0999984741211,0,0,0,0,0,0,100,-4,58.2000007629395,18.7000007629395,-4,12.1000003814697,0,0,58.2000007629395,41.7999992370605,41.7999992370605,-4,0,0,0,0,0,0,-4,0
"41","ALA20090002","2007024-TC","AL","ANNIE LEE GARDENS FKA SUNRISE MANOR","ARAB",92.3000030517578,0,0,0,0,-4,0,-4,16338,100,-4,0,40,30,-4,0,0,0,0,0,0,100,-4,80,-4,0,-4,0,0,50,50,50,0,0,0,0,0,0,0,100,0
"42",NA,"2003048-TC","AL","APARTMENTS AT RUSSEL ERSKINE FKA RUSSEL ERSKINE BUILDING","HUNTSVILLE",82.0999984741211,-4,0,0,0,-4,-4,-4,11232,100,0,-4,67.1999969482422,16.3999996185303,-4,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,100,0,0,0,0,-4,0,0,-4,0
"43",NA,"2018044-TC","AL","APPALOOSA RUN","ANDALUSIA",55.5999984741211,44.4000015258789,0,0,0,0,0,0,19750,100,-4,-4,20.3999996185303,20.3999996185303,44.4000015258789,0,0,0,0,0,0,100,-4,50,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"44","ALA19930003","93058-TC","AL","APPLEGATE APARTMENTS","FLORENCE",-4,-4,0,0,0,0,0,0,13866,100,0,-4,59.4000015258789,-4,-4,0,0,0,0,0,0,100,-4,90.5999984741211,-4,0,-4,0,0,-4,-4,87.5,100,0,0,0,0,0,0,0,0
"45",NA,"2013806-TC","AL","ARBOR GATE APARTMENTS","BRIDGEPORT",-4,-4,0,0,0,0,0,0,13450,100,0,-4,60.9000015258789,-4,-4,0,0,0,0,0,0,100,0,100,0,0,0,0,0,-4,-4,95.6999969482422,0,0,0,0,0,0,100,0,0
"46","ALA20040002","2004013-TC","AL","ARBOR PARK","TALLADEGA",-4,-4,0,0,0,0,0,0,18046,100,-4,-4,-4,-4,48.4000015258789,0,0,0,0,0,0,100,0,54.7999992370605,-4,-4,-4,-4,0,100,0,0,0,0,0,0,0,0,0,0,0
"47","ALA20080012","2008044-EX","AL","ARBORS BY THE BAY FKA NORTH FORK APARTMENTS","DAPHNE",-4,-4,0,0,0,0,0,75.3000030517578,31026,100,-4,-4,-4,-4,86.6999969482422,0,0,0,0,0,0,100,-4,26,52,12,-4,-4,0,88.6999969482422,11.3000001907349,11.3000001907349,-4,0,0,0,0,0,0,-4,0
"48",NA,"2013015-TC","AL","ARBOURS AT CANE CREEK F/K/A CANE CREEK APARTMENTS","ANNISTON",12.1000003814697,50,0,0,0,0,0,37.9000015258789,20975,100,-4,-4,22.7000007629395,10.6000003814697,55.2999992370605,0,0,0,0,0,0,100,13.6000003814697,55.2999992370605,22,-4,-4,0,0,48.5,51.5,51.5,0,0,0,0,-4,0,0,-4,0
"49",NA,"2016029-TC","AL","ARBOURS AT DEMOPOLIS","DEMOPOLIS",0,-4,0,0,0,0,0,-4,9768,100,37.7000007629395,14.3000001907349,18.2000007629395,15.6000003814697,14.3000001907349,0,0,0,0,0,0,100,42.9000015258789,49.4000015258789,-4,0,-4,0,0,0,100,100,100,0,0,0,0,0,0,0,0
"50","ALA20160002","2014019-TC","AL","ARBOURS AT PIERCE CREEK","MOBILE",-4,92.5999984741211,0,-4,0,0,0,-4,16633,100,-4,19.1000003814697,-4,32.4000015258789,29.3999996185303,0,0,0,0,0,0,100,0,38.2000007629395,27.8999996185303,-4,-4,0,0,60.2999992370605,39.7000007629395,39.7000007629395,0,0,0,0,0,0,0,100,0
"51",NA,"2017031-TC","AL","ARBOURS AT SATSUMA","SATSUMA",-4,82,0,0,0,0,0,-4,20134,100,0,0,-4,-4,50.7999992370605,0,0,0,0,0,0,100,0,-4,37.7000007629395,39.2999992370605,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"52",NA,"93015-TC","AL","ARBOURS AT VICTORIA PLACE I F/K/A VICTORIA PLACE","PRATTVILLE",19.6000003814697,39.2999992370605,0,0,0,0,0,41.0999984741211,25000,100,0,-4,-4,-4,76.8000030517578,0,0,0,0,0,0,100,0,42.9000015258789,35.7000007629395,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"53",NA,"94019-TC","AL","ARBOURS AT VICTORIA PLACE II F/K/A VICTORIA PLACE APARTMENTS II","PRATTVILLE",-4,-4,0,0,0,0,-4,40.5999984741211,27410,100,0,0,-4,-4,84.4000015258789,0,0,0,0,0,0,100,0,53.0999984741211,-4,-4,-4,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"54","ALA19940010","94014-TC","AL","ARDMORE SQUARE APARTMENTS","ARDMORE",91.6999969482422,-4,0,0,0,0,0,-4,18641,100,0,0,-4,-4,45.7999992370605,0,0,0,0,0,0,100,0,-4,-4,0,0,0,0,-4,-4,58.2999992370605,0,0,0,0,0,0,100,0,0
"55","ALA19930007","93055-TC","AL","ARLINGTON PARK","MADISON",0,-4,0,0,-4,0,0,68.0999984741211,-5,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,76.5999984741211,23.3999996185303,23.3999996185303,0,0,0,0,0,0,0,100,0
"56","ALA19970003","970051-TC","AL","ARTESIAN SPRINGS APARTMENTS","BRIGHTON",0,100,0,0,0,0,0,0,18226,100,0,0,-4,46.4000015258789,-4,0,0,0,0,0,0,100,0,53.5999984741211,-4,-4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"57","ALA20060008","2006014-TC","AL","ASHBROOK","ALBERTVILLE",-4,0,0,0,-4,0,0,91.1999969482422,14989,100,-4,-4,30.8999996185303,19.1000003814697,30.8999996185303,0,0,0,0,0,0,100,0,51.5,-4,-4,26.5,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"58","ALA19930009","93056-TC","AL","ASHLEY MANOR II","MOODY",80.4000015258789,19.6000003814697,0,0,0,0,0,0,21738,100,0,0,-4,-4,64.3000030517578,0,0,0,0,0,0,100,0,73.1999969482422,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"59","ALA20010007","2001002-TC","AL","ASHLEY VILLAS F/K/A MARTIN LUTHER KING VILLAS","MONTGOMERY",-4,90.1999969482422,0,0,0,0,0,-4,25761,100,0,-4,-4,-4,70.6999969482422,0,0,0,0,0,0,100,-4,75.5999984741211,-4,-4,-4,0,0,61,39,39,0,0,0,0,0,0,0,100,0
"60","ALA20020007","2002035-TC","AL","ASHTON WAY APARTMENTS","OPELIKA",-4,67.1999969482422,0,0,0,0,0,-4,16608,100,0,0,35.9000015258789,31.2999992370605,32.7999992370605,0,0,0,0,0,0,100,0,43.7999992370605,31.2999992370605,-4,-4,0,0,81.3000030517578,18.7999992370605,18.7999992370605,0,0,0,0,0,0,0,100,0
"61","ALA19940016","94002-TC","AL","ATHENS SQUARE","ATHENS",30.7999992370605,33.2999992370605,0,0,0,0,0,35.9000015258789,32604,100,0,-4,0,-4,84.5999984741211,0,0,0,0,0,0,100,-4,48.7000007629395,33.2999992370605,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"62","ALA20210001","2019036-TC","AL","ATMORE SENIOR VILLAGE","ATMORE",34.7000007629395,42.9000015258789,-4,0,0,0,0,-4,17736,100,0,-4,32.7000007629395,-4,34.7000007629395,0,0,0,0,0,0,100,0,55.0999984741211,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"63","ALA20010008","2001003-TC","AL","AUSTIN SPRINGS APARTMENTS FORMERLY SANDY SPRINGS","SCOTTSBORO",89.0999984741211,-4,-4,0,0,0,-4,0,21100,100,-4,-4,30.8999996185303,-4,52.7000007629395,0,0,0,0,0,0,100,-4,83.5999984741211,-4,-4,-4,0,0,61.7999992370605,38.2000007629395,38.2000007629395,0,0,0,0,100,0,0,0,0
"64","ALA20040003","2004059-TC","AL","AUTUMN CHASE APARTMENTS","MOBILE",24.2000007629395,70,0,0,0,-4,-4,-4,19440,100,-4,-4,21.7000007629395,15,47.5,0,0,0,0,0,0,100,-4,60.7999992370605,24.2000007629395,-4,-4,-4,0,45.7999992370605,54.2000007629395,54.2000007629395,0,0,0,0,0,0,0,100,0
"65","ALA20020008","2002033-TC","AL","AUTUMN RIDGE APARTMENTS","TROY",0,-4,0,0,0,0,0,-4,16224,100,-4,-4,-4,-4,35.7000007629395,0,0,0,0,0,0,100,-4,69,-4,-4,-4,0,0,50,50,50,0,0,0,0,0,0,0,100,0
"66","ALA20030006","2003026-TC","AL","AUTUMNWOOD APARTMENTS","HANCEVILLE",-4,-4,0,0,0,0,0,0,17556,100,0,-4,36.4000015258789,-4,-4,0,0,0,0,0,0,100,0,69.6999969482422,-4,-4,-4,0,0,33.2999992370605,66.6999969482422,66.6999969482422,0,0,0,0,0,0,0,100,0
"67","ALA20130001","2011055-TC","AL","AVON SQUARE","OZARK",38.2000007629395,52.7000007629395,0,0,-4,0,-4,-4,25352,100,-4,-4,-4,-4,67.3000030517578,0,0,0,0,0,0,100,0,52.7000007629395,27.2999992370605,-4,-4,0,0,74.5,25.5,25.5,0,0,0,0,0,0,0,100,0
"68","ALA20010013","2001026-TC","AL","AVONDALE GARDENS","BIRMINGHAM",-4,96.5999984741211,0,-4,0,0,0,0,14950,100,0,-4,45.7999992370605,-4,33.9000015258789,0,0,0,0,0,0,100,-4,64.4000015258789,-4,-4,-4,0,0,42.4000015258789,57.5999984741211,57.5999984741211,0,0,0,0,100,0,0,0,0
"69","ALA20040007","2003805-TC","AL","AZALEA POINTE APARTMENTS FKA VILLAGE GREEN APTS","MOBILE",-4,94.1999969482422,0,0,0,0,-4,0,10091,99.1999969482422,39.5,10.1000003814697,22.7000007629395,17.6000003814697,10.1000003814697,0,0,0,0,0,0,99.1999969482422,23.5,52.9000015258789,-4,-4,-4,14.3000001907349,0,28.2999992370605,71.6999969482422,71.6999969482422,0,0,0,0,87.1999969482422,0,0,12.8000001907349,0
"70","ALA20000012","2000046-TC","AL","BANKHEAD COURT APARTMENTS","WINFIELD",59,-4,0,0,-4,0,0,0,15808,100,0,-4,38.5,-4,30.7999992370605,0,0,0,0,0,0,100,-4,76.9000015258789,-4,0,-4,0,0,48.7000007629395,51.2999992370605,51.2999992370605,0,0,0,0,0,0,0,100,0
"71","ALA20050007","2002805-TC","AL","BANKHEAD TOWERS","BIRMINGHAM",13.3000001907349,85.0999984741211,-4,0,0,0,-4,-4,10332,99.4000015258789,-4,13.8999996185303,73.3000030517578,6.69999980926514,-4,0,0,0,0,0,0,99.4000015258789,0,98.9000015258789,-4,0,-4,0,0,-4,-4,98.9000015258789,0,0,0,0,100,0,0,0,0
